"","X","Latitude","Longitude","Elevation","BackgroundSpecies","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"966",16390,"-24.1834","-46.9001","15","","Furnariidae","Philydor","atricapillus","","Black-capped Foliage-gleaner",37.159773,"Philydor atricapillus",11
"967",16393,"6.8492","-73.3642","2000","","Emberizidae","Atlapetes","albofrenatus","","Moustached Brush Finch",19.636304,"Atlapetes albofrenatus",11
"968",16406,"-9.9491","-67.8809","160","Crypturellus undulatus,Crypturellus soui,Legatus leucophaius","Thraupidae","Tersina","viridis","","Swallow Tanager",16.57907,"Tersina viridis",10
"969",16446,"5.73778","-53.945961","2","Leptotila verreauxi,Hylophilus pectoralis","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",42.733628,"Camptostoma obsoletum",18
"970",16485,"7.9759","-74.2153","1550","Cymbilaimus lineatus,Myioborus miniatus","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",19.657143,"Dysithamnus mentalis",25
"971",16492,"-23.9557","-46.6503","700","","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",17.122449,"Habia rubica",14
"972",16496,"11.162","-72.5778","400","","Thamnophilidae","Sakesphorus","canadensis","","Black-crested Antshrike",19.732744,"Sakesphorus canadensis",10
"973",16508,"-15.2102","-58.8885","500","Thamnophilus doliatus","Thamnophilidae","Pyriglena","leuconota","","White-backed Fire-eye",44.726689,"Pyriglena leuconota",12
"974",16559,"4.5834","-73.4834","2200","","Corvidae","Cyanolyca","armillata","","Black-collared Jay",37.025578,"Cyanolyca armillata",17
"975",16626,"9.9","-75.11667","300","","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",38.871723,"Milvago chimachima",18
"976",16639,"11.162","-72.5778","400","","Charadriidae","Vanellus","chilensis","","Southern Lapwing",15.171293,"Vanellus chilensis",19
"977",16644,"-19.2204","-42.4832","260","","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",20.242063,"Myiornis auricularis",15
"978",16646,"10.304","-67.633","480","","Turdidae","Turdus","leucomelas","","Pale-breasted Thrush",25.435578,"Turdus leucomelas",18
"979",16717,"-32.1503","-52.7364","10","","Parulidae","Basileuterus","culicivorus","","Golden-crowned Warbler",39.294444,"Basileuterus culicivorus",14
"980",16745,"4.6548","-75.4666","2800","","Corvidae","Cyanolyca","armillata","","Black-collared Jay",39.66542,"Cyanolyca armillata",17
"981",16792,"-15.8628","-56.0792","150","","Thamnophilidae","Pyriglena","leuconota","","White-backed Fire-eye",27.312698,"Pyriglena leuconota",12
"982",16796,"4.747","-73.856","3000","","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",21.814603,"Cacicus leucoramphus",18
"983",16821,"5.38","-55.6101","?","","Thamnophilidae","Formicivora","grisea","","Southern White-fringed Antwren",25.507755,"Formicivora grisea",10
"984",16828,"6.9862","-75.1251","1700","","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",27.680862,"Cercomacra parkeri",10
"985",16855,"8.6913","-70.9194","3500","","Emberizidae","Zonotrichia","capensis","","Rufous-collared Sparrow",16.458209,"Zonotrichia capensis",11
"986",16858,"-28.6155","-49.5164","180","","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",37.976009,"Myiothlypis leucoblephara",14
"987",16869,"-9.5981","-55.932","260","","Psittacidae","Pionus","menstruus","","Blue-headed Parrot",16.019229,"Pionus menstruus",11
"988",16882,"8.6913","-70.9194","3500","","Emberizidae","Zonotrichia","capensis","","Rufous-collared Sparrow",35.672925,"Zonotrichia capensis",11
"989",16903,"-23.8312","-45.3495","190","","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",26.98839,"Conopophaga melanops",15
"990",16974,"NULL","NULL","?","","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",23.441837,"Cercomacra parkeri",10
"991",16981,"11.162","-72.5778","400","","Polioptilidae","Ramphocaenus","melanurus","","Long-billed Gnatwren",42.746054,"Ramphocaenus melanurus",10
"992",16992,"-27.258","-49.02","300","","Furnariidae","Sclerurus","scansor","","Rufous-breasted Leaftosser",40.652404,"Sclerurus scansor",16
"993",17017,"4.6717","-75.6283","1800","","Fringillidae","Chlorophonia","cyanea","","Blue-naped Chlorophonia",20.981519,"Chlorophonia cyanea",11
"994",17052,"-28.9277","-49.6836","30","","Coerebidae","Coereba","flaveola","","Bananaquit",16.324218,"Coereba flaveola",10
"995",17171,"4.727","-75.577","1875","","Corvidae","Cyanocorax","yncas","","Inca Jay",35.113288,"Cyanocorax yncas",10
"996",17173,"11.15","-74.11667","600","","Turdidae","Turdus","leucomelas","albiventer","Pale-breasted Thrush",18.377755,"Turdus leucomelas",18
"997",17177,"5.1163","-52.6052","0","","Furnariidae","Xiphorhynchus","guttatus","","Buff-throated Woodcreeper",32.530794,"Xiphorhynchus guttatus",11
"998",17236,"-24.2834","-48.4334","900","Carpornis cucullata,Turdus flavipes","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",30.555692,"Cacicus haemorrhous",20
"999",17296,"4.6030444444","-74.2044555556","2546","","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",38.599184,"Cistothorus apolinari",16
"1000",17303,"12.547","-81.719","70","Mimus gilvus,Coereba flaveola","Psittacidae","Eupsittula","pertinax","","Brown-throated Parakeet",24.034807,"Eupsittula pertinax",11
"1001",17359,"8.2031","-73.3798","1600","","Emberizidae","Atlapetes","albofrenatus","albofrenatus","Moustached Brush Finch",38.544989,"Atlapetes albofrenatus",11
"1002",17368,"5.1039","-61.1598","1000","","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",19.37458,"Amazona amazonica",14
"1003",17374,"6.3001","-72.7167","1800","","Parulidae","Basileuterus","culicivorus","","Golden-crowned Warbler",27.046825,"Basileuterus culicivorus",14
"1004",17448,"-29.5787","-50.0649","20","","Tyrannidae","Attila","rufus","","Grey-hooded Attila",30.378957,"Attila rufus",14
"1005",17450,"1.9201","-67.0606","119","Dolospingus fringilloides","Thamnophilidae","Formicivora","grisea","grisea","Southern White-fringed Antwren",43.057234,"Formicivora grisea",10
"1006",17456,"11.1009","-74.072","1900","","Falconidae","Micrastur","ruficollis","","Barred Forest Falcon",24.500907,"Micrastur ruficollis",12
"1007",17497,"-9.8823","-67.9175","200","","Icteridae","Cacicus","cela","","Yellow-rumped Cacique",30.117528,"Cacicus cela",11
"1008",17538,"4.6167","-74.3001","2300","","Emberizidae","Atlapetes","albofrenatus","albofrenatus","Moustached Brush Finch",15.591134,"Atlapetes albofrenatus",11
"1009",17587,"5.9656","-61.3917","?","","Psittacidae","Eupsittula","pertinax","","Brown-throated Parakeet",21.951769,"Eupsittula pertinax",11
"1010",17608,"5.317","-52.82","?","","Pipridae","Chiroxiphia","pareola","pareola","Blue-backed Manakin",36.268231,"Chiroxiphia pareola",14
"1011",17626,"4.6030444444","-74.2044555556","2546","Molothrus bonariensis,Sturnella magna","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",39.100839,"Cistothorus apolinari",16
"1012",17645,"4.2448","-58.9056","80","","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",38.537914,"Ara ararauna",13
"1013",17732,"4.6861","-75.5472","2300","","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",33.39458,"Cacicus leucoramphus",18
"1014",17752,"4.782","-71.774","150","","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",44.772517,"Amazona ochrocephala",19
"1015",17764,"11.162","-72.5778","400","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",28.373039,"Cantorchilus leucotis",17
"1016",17768,"2.667","-72.6148","50","","Tyrannidae","Pitangus","sulphuratus","","Great Kiskadee",22.769342,"Pitangus sulphuratus",10
"1017",17815,"8.2167","-73.4001","1600","","Parulidae","Basileuterus","culicivorus","indignus","Golden-crowned Warbler",27.214354,"Basileuterus culicivorus",14
"1018",17896,"NULL","NULL","120","","Furnariidae","Sclerurus","rufigularis","fulvigularis","Short-billed Leaftosser",23.620748,"Sclerurus rufigularis",10
"1019",17899,"4.532222","-68.09111","","Mitu salvini","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",30.288141,"Rupornis magnirostris",27
"1020",17936,"-15.457","-55.68","700","","Thamnophilidae","Pyriglena","leuconota","maura","White-backed Fire-eye",16.948299,"Pyriglena leuconota",12
"1021",18024,"10.6442","-62.9839","110","Opisthocomus hoazin","Cuculidae","Crotophaga","major","","Greater Ani",30.310454,"Crotophaga major",10
"1022",18026,"-9.5981","-55.932","250","","Furnariidae","Sclerurus","rufigularis","rufigularis","Short-billed Leaftosser",34.438617,"Sclerurus rufigularis",10
"1023",18046,"NULL","NULL","400","","Cuculidae","Crotophaga","major","","Greater Ani",24.87542,"Crotophaga major",10
"1024",18069,"12.539","-81.712","30","","Coerebidae","Coereba","flaveola","tricolor","Bananaquit",17.319705,"Coereba flaveola",10
"1025",18076,"5.0901","-52.5698","0","Psarocolius decumanus","Thamnophilidae","Sakesphorus","canadensis","canadensis","Black-crested Antshrike",23.649909,"Sakesphorus canadensis",10
"1026",18080,"4.4837","-75.4797","2600","","Troglodytidae","Henicorhina","leucophrys","","Grey-breasted Wood Wren",27.951111,"Henicorhina leucophrys",12
"1027",18086,"-17.3158","-53.2186","650","","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",34.114331,"Ara ararauna",13
"1028",18088,"-1.5811","-69.1974","120","","Polioptilidae","Ramphocaenus","melanurus","","Long-billed Gnatwren",41.555896,"Ramphocaenus melanurus",10
"1029",18092,"NULL","NULL","400","","Icteridae","Cacicus","cela","","Yellow-rumped Cacique",37.903039,"Cacicus cela",11
"1030",18116,"11.1334","-74.1001","600","","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",44.825397,"Thamnophilus melanonotus",13
"1031",18123,"-22.1171","-45.051","900","","Tyrannidae","Tolmomyias","sulphurescens","","Yellow-olive Flatbill",16.446553,"Tolmomyias sulphurescens",14
"1032",18125,"4.6834","-74.3834","2000","","Emberizidae","Atlapetes","albofrenatus","albofrenatus","Moustached Brush Finch",42.430771,"Atlapetes albofrenatus",11
"1033",18182,"-20.4082","-44.0279","800","","Galbulidae","Galbula","ruficauda","","Rufous-tailed Jacamar",36.203016,"Galbula ruficauda",11
"1034",18214,"6.7084","-61.6056","130","","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",39.116372,"Lophotriccus galeatus",11
"1035",18235,"11.162","-72.5778","400","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",20.844014,"Cantorchilus leucotis",17
"1036",18239,"11.162","-72.578","400","","Tyrannidae","Hemitriccus","margaritaceiventer","","Pearly-vented Tody-Tyrant",17.057528,"Hemitriccus margaritaceiventer",11
"1037",18240,"-28.6155","-49.5164","180","","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",23.38288,"Myrmeciza squamosa",14
"1038",18250,"-19.2204","-42.4832","260","","Psittacidae","Forpus","xanthopterygius","","Blue-winged Parrotlet",27.011882,"Forpus xanthopterygius",11
"1039",18257,"3.8627","-67.9688","100","","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",38.826553,"Lophotriccus galeatus",11
"1040",18260,"-23.8312","-45.3495","190","","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",40.89263,"Conopophaga melanops",15
"1041",18351,"12.547","-81.719","70","Coereba flaveola,Mniotilta varia,Gallus gallus","Psittacidae","Eupsittula","pertinax","","Brown-throated Parakeet",40.973991,"Eupsittula pertinax",11
"1042",18375,"-27.6393","-48.497","300","","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",15.893084,"Conopophaga melanops",15
"1043",18408,"5.6195","-75.8353","2100","","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",25.432971,"Crotophaga ani",14
"1044",18441,"4.6717","-75.6283","1800","","Troglodytidae","Henicorhina","leucophrys","","Grey-breasted Wood Wren",22.010794,"Henicorhina leucophrys",12
"1045",18444,"-8.9244","-62.0836","80","","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",40.876939,"Amazona ochrocephala",19
"1046",18468,"-3.8531","-40.9271","850","","Pipridae","Chiroxiphia","pareola","","Blue-backed Manakin",25.854376,"Chiroxiphia pareola",14
"1047",18469,"NULL","NULL","2150","","Corvidae","Cyanocorax","yncas","","Inca Jay",24.703197,"Cyanocorax yncas",10
"1048",18504,"7.3682","-69.4407","90","","Icteridae","Cacicus","cela","","Yellow-rumped Cacique",19.645442,"Cacicus cela",11
"1049",18515,"5.0834","-75.5001","2800","","Corvidae","Cyanolyca","armillata","armillata","Black-collared Jay",22.532449,"Cyanolyca armillata",17
"1050",18518,"-20.1774","-45.7082","700","","Tyrannidae","Hemitriccus","margaritaceiventer","","Pearly-vented Tody-Tyrant",26.373152,"Hemitriccus margaritaceiventer",11
"1051",18635,"4.6334","-73.7167","3025","","Emberizidae","Zonotrichia","capensis","costaricensis","Rufous-collared Sparrow",16.017937,"Zonotrichia capensis",11
"1052",18636,"-23.9501","-46.7667","800","","Conopophagidae","Conopophaga","lineata","","Rufous Gnateater",21.324399,"Conopophaga lineata",17
"1053",18641,"NULL","NULL","2500","","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",30.026077,"Leptosittaca branickii",11
"1054",18713,"9.7031","-69.6048","1800","","Psittacidae","Psittacara","wagleri","wagleri","Scarlet-fronted Parakeet",26.188685,"Psittacara wagleri",12
"1055",18746,"8.2167","-73.4001","1600","Zimmerius chrysops","Emberizidae","Atlapetes","albofrenatus","albofrenatus","Moustached Brush Finch",42.836327,"Atlapetes albofrenatus",11
"1056",18755,"-29.5787","-50.0649","20","","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",30.208957,"Myrmeciza squamosa",14
"1057",18828,"NULL","NULL","470","","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",21.741882,"Thamnophilus melanonotus",13
"1058",18886,"4.1809","-72.9136","170","","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",26.315374,"Amazona ochrocephala",19
"1059",18909,"7.0974","-73.4457","190","","Turdidae","Turdus","leucomelas","","Pale-breasted Thrush",42.769342,"Turdus leucomelas",18
"1060",18917,"10.898042","-73.7677","2300","","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",39.528367,"Psittacara wagleri",12
"1061",18953,"11.1009","-74.072","1800","Zonotrichia capensis,Troglodytes aedon","Fringillidae","Chlorophonia","cyanea","","Blue-naped Chlorophonia",22.65746,"Chlorophonia cyanea",11
"1062",18967,"4.548","-52.473","150","","Furnariidae","Sclerurus","rufigularis","fulvigularis","Short-billed Leaftosser",37.029093,"Sclerurus rufigularis",10
"1063",18987,"-3.519","-47.504","?","Dendrexetastes rufigula,Pyriglena leuconota,Pteroglossus aracari,Piculus flavigula,Amazona farinosa","Furnariidae","Sclerurus","rufigularis","rufigularis","Short-billed Leaftosser",37.87771,"Sclerurus rufigularis",10
"1064",19073,"8.1565","-71.9073","3000","","Corvidae","Cyanolyca","armillata","","Black-collared Jay",17.851406,"Cyanolyca armillata",17
"1065",19081,"2.742222","-74.03778","500","","Ramphastidae","Ramphastos","vitellinus","culminatus","Channel-billed Toucan",24.96254,"Ramphastos vitellinus",12
"1066",19113,"6.1114","-77.372","20","","Furnariidae","Glyphorynchus","spirurus","","Wedge-billed Woodcreeper",36.127574,"Glyphorynchus spirurus",10
"1067",19124,"4.6030444444","-74.2044555556","2546","","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",25.360045,"Cistothorus apolinari",16
"1068",19132,"7.0974","-73.4457","190","","Turdidae","Turdus","leucomelas","","Pale-breasted Thrush",34.487188,"Turdus leucomelas",18
"1069",19144,"5.0834","-75.5001","2800","","Corvidae","Cyanolyca","armillata","armillata","Black-collared Jay",27.169796,"Cyanolyca armillata",17
"1070",19155,"4.6501","-74.3834","2000","","Coerebidae","Coereba","flaveola","","Bananaquit",20.879161,"Coereba flaveola",10
"1071",19184,"-20.4082","-44.0279","800","","Parulidae","Myiothlypis","flaveola","","Flavescent Warbler",35.48551,"Myiothlypis flaveola",10
"1072",19384,"11.162","-72.5778","400","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",29.618163,"Cantorchilus leucotis",17
"1073",19402,"6.6212","-73.5003","1600","","Troglodytidae","Henicorhina","leucophrys","","Grey-breasted Wood Wren",20.173401,"Henicorhina leucophrys",12
"1074",19414,"4.6717","-75.6283","1800","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",22.065306,"Rupornis magnirostris",27
"1075",19422,"4.1395","-75.7356","3350","","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",29.687029,"Leptosittaca branickii",11
"1076",19445,"4.6717","-75.6283","1900","Momotus aequatorialis,Tyrannus melancholicus","Charadriidae","Vanellus","chilensis","","Southern Lapwing",16.709683,"Vanellus chilensis",19
"1077",19520,"NULL","NULL","2150","","Corvidae","Cyanocorax","yncas","","Inca Jay",19.538549,"Cyanocorax yncas",10
"1078",19521,"-23.6866","-46.7013","800","","Psittacidae","Brotogeris","tirica","","Plain Parakeet",43.663333,"Brotogeris tirica",15
"1079",19545,"-27.6393","-48.497","300","","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",16.408209,"Myrmeciza squamosa",14
"1080",19556,"11.1009","-74.072","2600","","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",35.338503,"Psittacara wagleri",12
"1081",19569,"-26.0834","-48.6334","30","","Furnariidae","Cichlocolaptes","leucophrus","holti","Pale-browed Treehunter",16.30059,"Cichlocolaptes leucophrus",14
"1082",19588,"-28.596","-49.4319","110","","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",20.938435,"Myiornis auricularis",15
"1083",19594,"NULL","NULL","2500","","Icteridae","Cacicus","leucoramphus","leucoramphus?","Northern Mountain Cacique",38.173061,"Cacicus leucoramphus",18
"1084",19616,"5.736243","-75.86608","3000","Diglossa albilatera,Patagioenas fasciata","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",30.838435,"Ognorhynchus icterotis",11
"1085",19646,"-22.4334","-44.6334","950","","Tyrannidae","Hirundinea","ferruginea","","Cliff Flycatcher",22.625147,"Hirundinea ferruginea",12
"1086",19656,"3.6167","-53.2001","230","","Psittacidae","Pionus","menstruus","menstruus","Blue-headed Parrot",22.652812,"Pionus menstruus",11
"1087",19685,"-9.0501","-56.5834","180","","Psittacidae","Eupsittula","pertinax","paraensis","Brown-throated Parakeet",28.15551,"Eupsittula pertinax",11
"1088",19710,"-23.6913","-46.7495","750","","Tyrannidae","Attila","rufus","","Grey-hooded Attila",22.601837,"Attila rufus",14
"1089",19717,"7.1167","-64.9667","?","","Thamnophilidae","Myrmeciza","atrothorax","","Black-throated Antbird",42.552948,"Myrmeciza atrothorax",12
"1090",19736,"11.162","-72.5778","400","","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",16.716712,"Thamnophilus melanonotus",13
"1091",19812,"-25.5166","-48.523","10","","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",27.939683,"Platyrinchus mystaceus",13
"1092",19855,"NULL","NULL","","","Psittacidae","Pionus","menstruus","","Blue-headed Parrot",20.646327,"Pionus menstruus",11
"1093",19943,"7.9759","-74.2153","1550","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",18.54941,"Dysithamnus mentalis",25
"1094",19981,"11.162","-72.578","400","","Tyrannidae","Hemitriccus","margaritaceiventer","","Pearly-vented Tody-Tyrant",36.528322,"Hemitriccus margaritaceiventer",11
"1095",19994,"6.9862","-75.1251","1650","","Falconidae","Micrastur","ruficollis","zonothorax","Barred Forest Falcon",15.044308,"Micrastur ruficollis",12
"1096",19999,"4.0667","-75.6834","2800","","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",29.836236,"Ognorhynchus icterotis",11
"1097",20014,"-19.2204","-42.4832","260","","Galbulidae","Galbula","ruficauda","","Rufous-tailed Jacamar",16.070658,"Galbula ruficauda",11
"1098",20018,"-22.6707","-48.1469","550","","Tyrannidae","Tolmomyias","sulphurescens","sulphurescens","Yellow-olive Flatbill",21.653605,"Tolmomyias sulphurescens",14
"1099",20037,"4.611331","-74.3153","2500","","Emberizidae","Atlapetes","albofrenatus","","Moustached Brush Finch",30.172721,"Atlapetes albofrenatus",11
"1100",20050,"6.1422","-75.6172","1600","","Troglodytidae","Troglodytes","aedon","","House Wren",41.320091,"Troglodytes aedon",15
"1101",20059,"-28.8484","-50.0072","1100","Vanellus chilensis","Emberizidae","Zonotrichia","capensis","","Rufous-collared Sparrow",27.118118,"Zonotrichia capensis",11
"1102",20151,"6.6384","-73.4089","3100","","Troglodytidae","Henicorhina","leucophrys","","Grey-breasted Wood Wren",36.124603,"Henicorhina leucophrys",12
"1103",20188,"4.6030444444","-74.2044555556","2546","","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",26.990113,"Cistothorus apolinari",16
"1104",20224,"-1.5901","-59.7519","40","Tyranneutes virescens","Psittacidae","Amazona","farinosa","","Mealy Amazon",29.82585,"Amazona farinosa",16
"1105",20253,"-5.3316","-56.0715","110","Ramphastos tucanus","Furnariidae","Sclerurus","rufigularis","","Short-billed Leaftosser",19.873651,"Sclerurus rufigularis",10
"1106",20280,"12.531","-81.711","1","","Coerebidae","Coereba","flaveola","tricolor","Bananaquit",15.514286,"Coereba flaveola",10
"1107",20303,"4.747","-73.856","3000","","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",25.611474,"Cacicus leucoramphus",18
"1108",20309,"-20.0663","-43.7712","1000","","Furnariidae","Sclerurus","scansor","","Rufous-breasted Leaftosser",25.650091,"Sclerurus scansor",16
"1109",20327,"-20.2503","-46.3667","900","Saltator similis,Myiothlypis flaveola","Thraupidae","Tersina","viridis","viridis","Swallow Tanager",21.678209,"Tersina viridis",10
"1110",20351,"-27.258","-49.02","300","Automolus leucophthalmus,Habia rubica","Furnariidae","Automolus","leucophthalmus","","White-eyed Foliage-gleaner",27.603605,"Automolus leucophthalmus",11
"1111",20371,"5.9656","-61.3917","?","","Falconidae","Ibycter","americanus","","Red-throated Caracara",25.830612,"Ibycter americanus",14
"1112",20391,"-24.1834","-46.9001","15","","Furnariidae","Philydor","atricapillus","","Black-capped Foliage-gleaner",32.085556,"Philydor atricapillus",11
"1113",20420,"-23.8001","-46.7983","750","","Tyrannidae","Cnemotriccus","fuscatus","","Fuscous Flycatcher",40.586349,"Cnemotriccus fuscatus",10
"1114",20423,"4.0334","-59.5334","?","Mimus gilvus,Pitangus sulphuratus,Tyrannus savana","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",36.487234,"Amazona ochrocephala",19
"1115",20443,"5.73778","-53.945961","2","Cantorchilus leucotis","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",22.636735,"Crotophaga ani",14
"1116",20450,"12.547","-81.719","70","Coereba flaveola,Tiaris bicolor","Psittacidae","Eupsittula","pertinax","","Brown-throated Parakeet",30.497687,"Eupsittula pertinax",11
"1117",20462,"-9.9491","-67.8809","160","Cantorchilus leucotis","Fringillidae","Euphonia","chlorotica","","Purple-throated Euphonia",44.470726,"Euphonia chlorotica",13
"1118",20479,"-5.3084","-63.0121","30","","Furnariidae","Sclerurus","rufigularis","","Short-billed Leaftosser",33.711565,"Sclerurus rufigularis",10
"1119",20533,"-23.43","-47.599","550","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",19.811451,"Dysithamnus mentalis",25
"1120",20569,"4.6167","-74.3001","2300","","Emberizidae","Atlapetes","albofrenatus","albofrenatus","Moustached Brush Finch",29.685397,"Atlapetes albofrenatus",11
"1121",20581,"6.1132","-67.7137","60","Coereba flaveola,Mionectes oleagineus,Patagioenas cayennensis","Thamnophilidae","Sakesphorus","canadensis","","Black-crested Antshrike",17.996621,"Sakesphorus canadensis",10
"1122",20585,"NULL","NULL","400","","Accipitridae","Rupornis","magnirostris","magnirostris","Roadside Hawk",17.826667,"Rupornis magnirostris",27
"1123",20630,"12.547","-81.719","70","","Psittacidae","Eupsittula","pertinax","","Brown-throated Parakeet",17.051066,"Eupsittula pertinax",11
"1124",20634,"5.7334","-53.9001","?","Psarocolius decumanus,Cantorchilus leucotis,Pheugopedius coraya,Pionus menstruus,Leptotila verreauxi,Leptotila rufaxilla","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",35.62322,"Ara ararauna",13
"1125",20652,"NULL","NULL","?","","Cuculidae","Crotophaga","major","","Greater Ani",16.682948,"Crotophaga major",10
"1126",20670,"4.6717","-75.6283","1800","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",29.209002,"Dysithamnus mentalis",25
"1127",20688,"-29.4391","-51.5082","500","","Furnariidae","Sclerurus","scansor","","Rufous-breasted Leaftosser",30.849025,"Sclerurus scansor",16
"1128",20735,"4.6861","-75.5472","2300","","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",42.037574,"Cacicus leucoramphus",18
"1129",20738,"12.16","-71.331","500","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",30.985556,"Cantorchilus leucotis",17
"1130",20744,"NULL","NULL","9","","Alcedinidae","Megaceryle","torquata","","Ringed Kingfisher",43.602222,"Megaceryle torquata",10
"1131",20784,"-23.5001","-45.2167","30","","Furnariidae","Cichlocolaptes","leucophrus","","Pale-browed Treehunter",15.034127,"Cichlocolaptes leucophrus",14
"1132",20792,"4.152","-73.622","120","","Falconidae","Ibycter","americanus","","Red-throated Caracara",16.088435,"Ibycter americanus",14
"1133",20802,"-23.9832","-46.998","700","","Furnariidae","Cichlocolaptes","leucophrus","","Pale-browed Treehunter",26.426893,"Cichlocolaptes leucophrus",14
"1134",20804,"4.507778","-68.05889","190","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",22.559864,"Rupornis magnirostris",27
"1135",20806,"8.9498","-68.0831","70","Opisthocomus hoazin,Todirostrum cinereum","Tyrannidae","Camptostoma","obsoletum","venezuelae","Southern Beardless Tyrannulet",22.553492,"Camptostoma obsoletum",18
"1136",20818,"NULL","NULL","2555","","Corvidae","Cyanolyca","armillata","meridana","Black-collared Jay",34.069456,"Cyanolyca armillata",17
"1137",20828,"4.516667","-68.08334","250","","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",15.112313,"Milvago chimachima",18
"1138",20928,"6.8137","-73.3648","2400","","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",17.090907,"Cacicus leucoramphus",18
"1139",20949,"-28.6728","-49.3734","60","","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",44.253379,"Habia rubica",14
"1140",20987,"NULL","NULL","","","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",35.775283,"Crotophaga ani",14
"1141",20992,"3.01667","-53.0667","570","","Turdidae","Turdus","albicollis","","White-necked Thrush",40.462404,"Turdus albicollis",10
"1142",21006,"-28.3492","-49.2991","350","","Furnariidae","Cichlocolaptes","leucophrus","","Pale-browed Treehunter",18.109297,"Cichlocolaptes leucophrus",14
"1143",21007,"-26.9862","-48.6476","70","","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",17.092041,"Myrmeciza squamosa",14
"1144",21013,"NULL","NULL","70","Leptotila rufaxilla,Progne tapera,Legatus leucophaius","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",36.04288,"Cacicus haemorrhous",20
"1145",21025,"4.9174","-75.073","1600","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",42.143016,"Rupornis magnirostris",27
