"","X","MediaId","FileName","ClassId","Date","Time","Locality","Latitude","Longitude","Elevation","Author","AuthorID","Content","Comments","Quality","Year","BackgroundSpecies","Order","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"1133",20802,28451,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28451.wav","vumzkv","2011-04-06","05:30","Juquitiba,  São Paulo","-23.9832","-46.998","700","Fernando Igor de Godoy","CHDHFSVVIN","call","FNJV 30204bird-seen:noplayback-used:no","0","BirdCLEF2015","","Passeriformes","Furnariidae","Cichlocolaptes","leucophrus","","Pale-browed Treehunter",26.426893,"Cichlocolaptes leucophrus",14
"1134",20804,28453,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28453.wav","uphahj","0000-00-00","05:19:59","Resguardo Unificado Selva de Matavén, Cumaribo, Vichada","4.507778","-68.05889","190","Fernando Forero (Colección de Sonidos Ambientales - Instituto Humboldt)","XMFDPACYJN","call","BSA 28510To obtain a wav file of the original recording, please contact csa@humboldt.org.coplayback-used:no","2","BirdCLEF2015","","Accipitriformes","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",22.559864,"Rupornis magnirostris",27
"1135",20806,28456,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28456.wav","armfvy","2008-01-27","09:30","Hato Pinero, Cojedes","8.9498","-68.0831","70","Daniel Lane","WOEAFQRMUD","call","Natural calls from one bird. Bird was foraging in midstory along creekside.","1","BirdCLEF2015","Opisthocomus hoazin,Todirostrum cinereum","Passeriformes","Tyrannidae","Camptostoma","obsoletum","venezuelae","Southern Beardless Tyrannulet",22.553492,"Camptostoma obsoletum",18
"1136",20818,28470,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28470.wav","vnkcgy","2000-02-20","11:30","PN Sierra Nevada (La Mucuy), Merida","NULL","NULL","2555","Bernabe Lopez-Lanus","BYLLSJRVDZ","alarm call","Three birds, vocalizations from one or two.","0","BirdCLEF2015","","Passeriformes","Corvidae","Cyanolyca","armillata","meridana","Black-collared Jay",34.069456,"Cyanolyca armillata",17
"1137",20828,28482,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28482.wav","asvgnp","2004-01-02","?","Vichada, Cumaribo, PNN Tuparro, Sabana de la Pista, Corg Santa Rita","4.516667","-68.08334","250","Mauricio Álvarez Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt)","XMFDPACYJN","call","BSA 16262To obtain a wav file of the original recording, please contact csa@humboldt.org.cobird-seen:noplayback-used:no","1","BirdCLEF2015","","Falconiformes","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",15.112313,"Milvago chimachima",18
"1138",20928,28619,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28619.wav","pdhxvp","2004-01-00","xx:xx","Alto Cantagallos, San Vicente, Yariguies, Santander, 06°49N, 73°22","6.8137","-73.3648","2400","Thomas Donegan","OXSIOLJJUP","calls of flock","","3","BirdCLEF2015","","Passeriformes","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",17.090907,"Cacicus leucoramphus",18
"1139",20949,28645,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28645.wav","cvyifz","2011-07-06","17:15","Criciúma, Criciúma, Santa Catarina","-28.6728","-49.3734","60","João Antônio de B. Vitto","RIVNLYTULO","call, song","bird-seen:yesplayback-used:no","0","BirdCLEF2015","","Passeriformes","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",44.253379,"Habia rubica",14
"1140",20987,28691,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28691.wav","oxhigs","1990-12-17","?","Huila, San Agustin","NULL","NULL","","Gary Stiles (Colección de Sonidos Ambientales - Instituto Humboldt)","XMFDPACYJN","call","BSA 11377To obtain a wav file of the original recording, please contact csa@humboldt.org.cobird-seen:yesplayback-used:no","1","BirdCLEF2015","","Cuculiformes","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",35.775283,"Crotophaga ani",14
"1141",20992,28698,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28698.wav","uiqpgc","2010-10-03","?","Mont Itoupé","3.01667","-53.0667","570","Alexandre Renaudier","GKADEITXTH","calls at dusk","Natural recording","1","BirdCLEF2015","","Passeriformes","Turdidae","Turdus","albicollis","","White-necked Thrush",40.462404,"Turdus albicollis",10
"1142",21006,28715,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28715.wav","vumzkv","2013-01-17","14:00","Orleans, Santa Catarina","-28.3492","-49.2991","350","João Antônio de B. Vitto","RIVNLYTULO","call","bird-seen:noplayback-used:no","2","BirdCLEF2015","","Passeriformes","Furnariidae","Cichlocolaptes","leucophrus","","Pale-browed Treehunter",18.109297,"Cichlocolaptes leucophrus",14
"1143",21007,28716,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28716.wav","tsxwwl","2014-08-19","10:00","Balneário Camboriú, Balneário Camboriú, Santa Catarina","-26.9862","-48.6476","70","Roberto Buss Stringari","TLLUGZINYM","call","bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Passeriformes","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",17.092041,"Myrmeciza squamosa",14
"1144",21013,28725,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28725.wav","ziirhl","2011-09-19","?","Saint-Georges, savane-roche N2","NULL","NULL","70","Alexandre Renaudier","GKADEITXTH","call, song","a very active colony","2","BirdCLEF2015","Leptotila rufaxilla,Progne tapera,Legatus leucophaius","Passeriformes","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",36.04288,"Cacicus haemorrhous",20
"1145",21025,28738,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28738.wav","uphahj","2014-08-01","10:00","Libano, Tolima","4.9174","-75.073","1600","Jeisson Poveda","CVJNYXJFAW","call","bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Accipitriformes","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",42.143016,"Rupornis magnirostris",27
"1146",21039,28756,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28756.wav","xychdo","2007-12-13","?:?","Awala-Yalimapo, digue","5.73778","-53.945961","2","Alexandre Renaudier","GKADEITXTH","call","natural recording","1","BirdCLEF2015","","Passeriformes","Troglodytidae","Troglodytes","aedon","albicans","House Wren",28.221474,"Troglodytes aedon",15
"1147",21135,28880,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28880.wav","flxxiy","1998-06-09","09:08","Finca La Carbonera (canon del rio Toche), Tolima","NULL","NULL","2800","Bernabe Lopez-Lanus","BYLLSJRVDZ","call","","2","BirdCLEF2015","","Psittaciformes","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",35.18458,"Leptosittaca branickii",11
"1148",21140,28886,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28886.wav","fdjofa","2009-11-06","10:30","Estação de Pesquisa do Canguçu - Pium - Tocantins State","-9.9826","-50.0151","180","GABRIEL LEITE","TGBFXDVERJ","flight call","bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Psittaciformes","Psittacidae","Pionus","menstruus","","Blue-headed Parrot",16.447574,"Pionus menstruus",11
"1149",21190,28953,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28953.wav","perzmu","2014-09-09","17:53","Piracicaba, Piracicaba, São Paulo","-22.7057","-47.628","550","Alex Bovo","ESWDGHVRVB","call","bird-seen:yesplayback-used:no","3","BirdCLEF2015","","Passeriformes","Coerebidae","Coereba","flaveola","","Bananaquit",37.734444,"Coereba flaveola",10
"1150",21197,28962,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28962.wav","fdjofa","2001-05-22","10:19","Reserva Los Besotes_Vereda Los Besotes (Cerro Los Besotes), municipio Valledupar, Cesar","NULL","NULL","430","Bernabe Lopez-Lanus","BYLLSJRVDZ","juvenile calls","","0","BirdCLEF2015","","Psittaciformes","Psittacidae","Pionus","menstruus","rubrigularis ?","Blue-headed Parrot",22.923673,"Pionus menstruus",11
"1151",21203,28971,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28971.wav","jbufjj","2008-02-02","09:05","Minca, Magdalena","11.15","-74.11667","700","Herman van Oosten","SNUDCZVUQK","call","Again, a remarkable common species here, apparently year-round","1","BirdCLEF2015","","Passeriformes","Thraupidae","Tersina","viridis","","Swallow Tanager",23.277302,"Tersina viridis",10
"1152",21212,28983,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN28983.wav","ewisum","2012-01-10","07:50","Jericó, Antioquia","5.7813","-75.7452","1500","Sergio Chaparro-Herrera","RJLERWCWGE","call","bird-seen:yesplayback-used:no","0","BirdCLEF2015","","Passeriformes","Parulidae","Basileuterus","culicivorus","","Golden-crowned Warbler",37.265918,"Basileuterus culicivorus",14
"1153",21239,29017,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29017.wav","flxxiy","1998-06-18","15:00","Hacienda Las Cruces (Area La Ceja), Toche, Municipio Ibague, Tolima","NULL","NULL","2500","Bernabe Lopez-Lanus","BYLLSJRVDZ","call","Perched (nesting area in wax palm)","2","BirdCLEF2015","","Psittaciformes","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",42.129274,"Leptosittaca branickii",11
"1154",21245,29024,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29024.wav","igcivw","1992-11-01","06:00","Apure, Hato el Cedral","7.4334","-69.3167","80","Allen T. Chartier","AZXTZTQJRO","calls at roost","","3","BirdCLEF2015","Pyrocephalus rubinus","Pelecaniformes","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",20.823741,"Theristicus caudatus",17
"1155",21269,29057,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29057.wav","ffvgyk","2002-01-00","xx:xx","Ocaña, Agua de la Virgen, Cerro de la virgen, Norte de Santander","8.2167","-73.4001","1600","Thomas Donegan","OXSIOLJJUP","call","","4","BirdCLEF2015","Myadestes ralloides,Zimmerius chrysops","Passeriformes","Troglodytidae","Henicorhina","leucophrys","tamae","Grey-breasted Wood Wren",32.702993,"Henicorhina leucophrys",12
"1156",21284,29075,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29075.wav","wszyfh","2005-06-15","08:00","Albania (Guajira)","11.162","-72.5778","400","Oswaldo Cortes","VVDRVZCVWW","call","","0","BirdCLEF2015","","Passeriformes","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",21.989229,"Thamnophilus melanonotus",13
"1157",21311,29113,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29113.wav","xychdo","2009-01-00","06:00","RNA El Dorado, Sierra de Santa Marta, Magdalena","11.1009","-74.072","1800","Thomas Donegan","OXSIOLJJUP","call","","3","BirdCLEF2015","Colibri thalassinus,Chlorophonia cyanea","Passeriformes","Troglodytidae","Troglodytes","aedon","","House Wren",26.777279,"Troglodytes aedon",15
"1158",21410,29254,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29254.wav","oxhigs","2006-12-30","13:00","road to the Rio Cuyuni east of Tumeremo, Bolivar","6.9001","-61.2501","?","Nathan Pieplow","EKKJJJRDJY","call","","1","BirdCLEF2015","","Cuculiformes","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",25.620023,"Crotophaga ani",14
"1159",21440,29299,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29299.wav","sgsdgm","2000-04-17","am","Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta","NULL","NULL","400","Bernabe Lopez-Lanus","BYLLSJRVDZ","call","","2","BirdCLEF2015","","Passeriformes","Icteridae","Cacicus","cela","","Yellow-rumped Cacique",20.579683,"Cacicus cela",11
"1160",21467,29335,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29335.wav","vnkcgy","2005-07-05","8:30","PNN Chingaza, sector Palacio","4.5167","-73.7501","?","Oscar Laverde","WKVKSVMNDZ","call","","0","BirdCLEF2015","","Passeriformes","Corvidae","Cyanolyca","armillata","","Black-collared Jay",16.003991,"Cyanolyca armillata",17
"1161",21475,29343,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29343.wav","pdhxvp","2005-10-02","9:40","Soatá, Alto Onzaga, Santander","6.5667","-72.7334","2500","Oscar Laverde","WKVKSVMNDZ","call","","2","BirdCLEF2015","","Passeriformes","Icteridae","Cacicus","leucoramphus","leucoramphus","Northern Mountain Cacique",17.778866,"Cacicus leucoramphus",18
"1162",21528,29408,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29408.wav","jeufbl","2011-09-20","08:30","São Lourenço, Minas Gerais","-22.1171","-45.051","900","João Antônio de B. Vitto","RIVNLYTULO","call","bird-seen:noplayback-used:no","2","BirdCLEF2015","","Passeriformes","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",20.246803,"Elaenia spectabilis",14
"1163",21549,29437,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29437.wav","ssmptq","2000-06-01","?","Humedal de Tibanica, Bosa, Bogotá D.C.","4.6030444444","-74.2044555556","2546","Paula Caycedo Rosales (Colección de Sonidos Ambientales - Instituto Humboldt)","XMFDPACYJN","call","BSA 7533To obtain a wav file of the original recording, please contact csa@humboldt.org.coplayback-used:no","3","BirdCLEF2015","","Passeriformes","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",18.477755,"Cistothorus apolinari",16
"1164",21560,29453,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29453.wav","uytsig","2009-02-13","17:00","Henri Pittier National Park, Ocumare de la Costa de Oro, Aragua","10.4266","-67.7588","120","Fernand DEROUSSEN","UXGZWVYDFE","alarm call","bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Passeriformes","Turdidae","Turdus","leucomelas","","Pale-breasted Thrush",17.153379,"Turdus leucomelas",18
"1165",21579,29472,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29472.wav","mbwjzf","2014-09-20","07:00","Arroio do Meio, Arroio do Meio, Rio Grande do Sul","-29.3374","-51.9334","440","Cleberton D. Bianchini","FYHMASBKBC","alarm call","bird-seen:yesplayback-used:no","4","BirdCLEF2015","","Passeriformes","Fringillidae","Chlorophonia","cyanea","","Blue-naped Chlorophonia",42.862358,"Chlorophonia cyanea",11
"1166",21600,29497,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29497.wav","jbufjj","2004-05-19","08:00","Refúgio Ecológico Charles Darwin, Igarassu, Pernambuco","-7.8001","-34.9501","50","Sidnei de Melo Dantas","NNCKQMBGPH","call","A female and a young male, foraging at the edge of a forest fragment.","3","BirdCLEF2015","Saltator maximus,Caracara plancus","Passeriformes","Thraupidae","Tersina","viridis","","Swallow Tanager",34.750544,"Tersina viridis",10
"1167",21612,29513,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29513.wav","igcivw","1992-11-01","05:40","Apure, Hato el Cedral","7.4334","-69.3167","80","Allen T. Chartier","AZXTZTQJRO","calls at roost","The llanos alarm clock!","0","BirdCLEF2015","Ardea cocoi","Pelecaniformes","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",31.698503,"Theristicus caudatus",17
"1168",21695,29614,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29614.wav","drcmin","2010-03-22","08:50","Abary Creek, 65km SE Georgetown, Guyana","6.5501","-57.7501","0","Charlie Vogt","NYTXYAQSTH","alternate call","natural vocalization","3","BirdCLEF2015","","Passeriformes","Thamnophilidae","Sakesphorus","canadensis","trinitatis","Black-crested Antshrike",31.70068,"Sakesphorus canadensis",10
"1169",21723,29652,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29652.wav","pazlce","2008-07-29","8:30","Iwokrama Forest","4.2448","-58.9056","80","Ken Allaire","AEWPPXBBYE","call","My life bird.","0","BirdCLEF2015","","Passeriformes","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",15.981111,"Lophotriccus galeatus",11
"1170",21732,29665,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29665.wav","ovfpsf","2012-01-00","15:00","Alto de Ventanas","5.5374","-75.8029","2850","David Edwards","AFEHYCAHZR","call","playback-used:no","1","BirdCLEF2015","","Psittaciformes","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",18.484875,"Ognorhynchus icterotis",11
"1171",21806,29759,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29759.wav","pdhxvp","2005-07-06","?","PNN Chingaza, sector Palacio","4.5167","-73.7501","?","Oscar Laverde","WKVKSVMNDZ","call","Grupo de 4. El mismo que XC","1","BirdCLEF2015","","Passeriformes","Icteridae","Cacicus","leucoramphus","leucoramphus","Northern Mountain Cacique",25.429161,"Cacicus leucoramphus",18
"1172",21808,29763,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29763.wav","flxxiy","0000-00-00","00:00","R. N. Rio Blanco, Caldas","5.0834","-75.5001","2500","Todd Mark","CLKPHLYUHA","call","link:http://www.birdlife.org/datazone/sites/index.html?action=SitHTMDetails.asp&sid=14416&m=0","1","BirdCLEF2015","","Psittaciformes","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",31.427823,"Leptosittaca branickii",11
"1173",21830,29789,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29789.wav","qfjwpy","2011-03-16","10-10","Bachaquero","9.9039","-71.1039","10","Albert Lastukhin","LELYWQKUZX","alarm call","","2","BirdCLEF2015","","Charadriiformes","Charadriidae","Vanellus","chilensis","","Southern Lapwing",34.124422,"Vanellus chilensis",19
"1174",21901,29882,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29882.wav","qfjwpy","2005-07-12","08:00","Albania (Guajira)","11.162","-72.5778","400","Oswaldo Cortes","VVDRVZCVWW","call","","3","BirdCLEF2015","","Charadriiformes","Charadriidae","Vanellus","chilensis","","Southern Lapwing",22.537483,"Vanellus chilensis",19
"1175",21934,29929,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN29929.wav","xychdo","2014-01-09","07:50","Diorama, Goiás","-16.2352","-51.2556","500","Daniel Blamires","ZLNOGADASD","alarm call","Three specimens were recorded in a swamp next to a gallery forest. I thank Dhego Ramon dos Santos and Alex Sousa Santos to the fellowship during fieldwork. CBRO (brazilian comitee for ornithological records) classified this species as T. musculus.bird-seen:yesplayback-used:no","4","BirdCLEF2015","Taraba major,Dacnis cayana","Passeriformes","Troglodytidae","Troglodytes","aedon","","House Wren",35.490839,"Troglodytes aedon",15
"1176",21991,30000,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30000.wav","kunsua","2014-01-16","7:00","Braço do Trombudo, Santa Catarina","-27.3532","-49.9037","460","Glauco Kohler","JDNMEJOJEQ","call","bird-seen:noplayback-used:no","1","BirdCLEF2015","Turdus albicollis,Rhopias gularis","Passeriformes","Furnariidae","Sclerurus","scansor","","Rufous-breasted Leaftosser",43.595215,"Sclerurus scansor",16
"1177",22001,30013,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30013.wav","ijpmji","2014-07-20","07:30","Manaus, Manaus, Amazonas","-2.94","-59.9878","70","Rodrigo Dela Rosa","VGXDJMKETZ","flight call, song","bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Psittaciformes","Psittacidae","Amazona","farinosa","","Mealy Amazon",19.49712,"Amazona farinosa",16
"1178",22021,30035,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30035.wav","bogxos","2011-03-01","7-00","La Soledad Tunnel, 20 km NW Barinitas, Barinas","8.8526","-70.5806","1700","Albert Lastukhin","LELYWQKUZX","call","","4","BirdCLEF2015","","Passeriformes","Tyrannidae","Megarynchus","pitangua","","Boat-billed Flycatcher",34.641315,"Megarynchus pitangua",11
"1179",22044,30064,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30064.wav","ovfpsf","2008-02-09","17:05","Jardin, Antioquia","5.736243","-75.86608","2800","Herman van Oosten","SNUDCZVUQK","flight call","This is a part of the big flock (200birds!).","2","BirdCLEF2015","","Psittaciformes","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",16.946077,"Ognorhynchus icterotis",11
"1180",22062,30087,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30087.wav","vifxpb","2010-02-08","17:30","RNA El Dorado, Sierra de Santa Marta, Magdalena","11.1009","-74.072","1900","Frank Lambert","YTUXOCTUEM","call","a pair calling to each other after playback","1","BirdCLEF2015","","Falconiformes","Falconidae","Micrastur","ruficollis","","Barred Forest Falcon",43.814807,"Micrastur ruficollis",12
"1181",22169,30221,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30221.wav","fakmli","2014-03-16","17:30","Campo Mourão, Parana","-24.1029","-52.3171","650","Luiz C.  Silva","ORPKXJRFDZ","call","bird-seen:yesplayback-used:no","1","BirdCLEF2015","","Passeriformes","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",35.78068,"Platyrinchus mystaceus",13
"1182",22175,30228,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30228.wav","vqsusq","2014-01-22","8:30","Petrolândia, Santa Catarina","-27.513","-49.6931","480","Glauco Kohler","JDNMEJOJEQ","call","bird-seen:yesplayback-used:yes","1","BirdCLEF2015","Hylophilus poicilotis,Attila phoenicurus,Sicalis flaveola,Dysithamnus mentalis,Leptopogon amaurocephalus,Myiothlypis leucoblephara","Passeriformes","Furnariidae","Campylorhamphus","falcularius","","Black-billed Scythebill",38.195351,"Campylorhamphus falcularius",10
"1183",22210,30275,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30275.wav","lgdqns","2008-07-09","08:00","La Escalera, Sierra de Lema, Bolívar","5.9656","-61.3917","1300","Andrew Spencer","CDTGHVBGZP","call","","1","BirdCLEF2015","","Psittaciformes","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",28.988322,"Amazona amazonica",14
"1184",22251,30325,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30325.wav","ovfpsf","2004-08-19","17:10","below Méjico, Antioquia","5.5334","-75.7834","2950","Niels Krabbe","XTVEPHMPPJ","calls of perched birds at roost","Tape ref. B 504-518","1","BirdCLEF2015","","Psittaciformes","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",17.606009,"Ognorhynchus icterotis",11
"1185",22303,30393,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30393.wav","wszyfh","2005-07-12","08:00","Albania (Guajira)","11.162","-72.5778","400","Oswaldo Cortes","VVDRVZCVWW","call","","0","BirdCLEF2015","Crypturellus erythropus","Passeriformes","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",30.4378,"Thamnophilus melanonotus",13
"1186",22321,30415,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30415.wav","qrhwnu","2001-02-01","?","PNN Chiribiquete, Solano, Caquetá","0.2131111","-72.42372","350","Mauricio Álvarez Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt)","XMFDPACYJN","call","BSA 6747To obtain a wav file of the original recording, please contact csa@humboldt.org.coplayback-used:no","1","BirdCLEF2015","","Piciformes","Ramphastidae","Ramphastos","vitellinus","","Channel-billed Toucan",41.393492,"Ramphastos vitellinus",12
"1187",22336,30433,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30433.wav","anfvsy","2008-01-15","06:15","Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-La Popa","4.6717","-75.6283","1900","Oscar Humberto Marin-Gomez","CSUHASNRSU","call","OHM21A 1501- Cinco individuos consumiendo frutos de Croton en borde de bosquebird-seen:yesplayback-used:no","2","BirdCLEF2015","","Psittaciformes","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",33.451655,"Psittacara wagleri",12
"1188",22369,30483,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30483.wav","mkqlxe","2013-01-23","05:30","Trairi, Trairi, Ceara","-3.3303","-39.2616","70","Caio Brito","YWWWUBVAJF","call, song","bird-seen:yesplayback-used:no","1","BirdCLEF2015","Tapera naevia,Nyctidromus albicollis,Trogon curucui","Passeriformes","Tyrannidae","Myiozetetes","similis","","Social Flycatcher",34.67941,"Myiozetetes similis",18
"1189",22388,30504,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30504.wav","vsvcnk","1991-05-26","?","Arauca, Arauca, Caño Limón","6.95","-71","","Gary Stiles (Colección de Sonidos Ambientales - Instituto Humboldt)","XMFDPACYJN","call","BSA 10670To obtain a wav file of the original recording, please contact csa@humboldt.org.cobird-seen:noplayback-used:no","1","BirdCLEF2015","","Psittaciformes","Psittacidae","Eupsittula","pertinax","","Brown-throated Parakeet",22.650476,"Eupsittula pertinax",11
"1190",22462,30606,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30606.wav","gmeajz","1999-09-26","12:54","Reserva Extrativista Alto Juruá. Foz do Tejo","-8.9826","-72.7148","220","Jeremy Minns","DGVLLRYDXS","call","Mato Grosso trail - terra firme forest - two cuts, natural and after playbackbird-seen:yesplayback-used:yes","2","BirdCLEF2015","","Passeriformes","Pipridae","Chiroxiphia","pareola","regina","Blue-backed Manakin",22.983946,"Chiroxiphia pareola",14
"1191",22466,30612,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30612.wav","fxwyhh","2014-02-09","08:30","Machadinho d'Oeste, Rondônia","-8.7521","-62.2375","90","GABRIEL LEITE","TGBFXDVERJ","call","bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Passeriformes","Tyrannidae","Platyrinchus","platyrhynchos","","White-crested Spadebill",34.53102,"Platyrinchus platyrhynchos",10
"1192",22470,30617,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30617.wav","igcivw","2006-11-00","?:?","Hato Pinero","8.95","-68.08333","150","David Edwards","AFEHYCAHZR","call","","1","BirdCLEF2015","","Pelecaniformes","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",16.686032,"Theristicus caudatus",17
"1193",22471,30618,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30618.wav","uphahj","0000-00-00","?","?","NULL","NULL","?","Mauricio Alvarez","QXVOPARDCF","call","link:http://www.humboldt.org.co/inventarios/bsa.html","1","BirdCLEF2015","","Accipitriformes","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",20.098458,"Rupornis magnirostris",27
"1194",22485,30637,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30637.wav","yyjrms","2010-11-27","?","Cerro Roraima, 2700m","NULL","NULL","?","Alexandre Renaudier","GKADEITXTH","calls by a juvenile","","2","BirdCLEF2015","","Passeriformes","Emberizidae","Zonotrichia","capensis","","Rufous-collared Sparrow",16.169569,"Zonotrichia capensis",11
"1195",22525,30695,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30695.wav","myvkag","2011-06-08","11:00","Mitu, Vaupes","1.2598","-70.2367","190","Andrew Spencer","CDTGHVBGZP","call","calls from three perched birds.","1","BirdCLEF2015","","Falconiformes","Falconidae","Ibycter","americanus","","Red-throated Caracara",28.559342,"Ibycter americanus",14
"1196",22544,30722,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30722.wav","xychdo","2002-12-12","08:00","Bogota, Quebrada la Vieja","4.6231","-74.0562","2800","Doug Knapp","BHRXQZEQFL","alarm call","","1","BirdCLEF2015","","Passeriformes","Troglodytidae","Troglodytes","aedon","","House Wren",21.729796,"Troglodytes aedon",15
"1197",22626,30824,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30824.wav","cmcyuw","2005-06-15","08:00","Albania (Guajira)","11.162","-72.5778","400","Oswaldo Cortes","VVDRVZCVWW","call","","0","BirdCLEF2015","","Passeriformes","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",17.502154,"Cantorchilus leucotis",17
